id,name,address,phone,type,latitude,longitude
H0130,SHIROYAMA HOTEL kagoshima,鹿児島県鹿児島市新照院町４１番地１号,099-224-2211,hotel,31.5943547,130.5458021
H0131,ＡＮＡクラウンプラザホテル新潟,新潟県新潟市中央区万代５丁目１１番２０号,025-245-3331,hotel,37.9182177,139.0591363
H0132,宮崎観光ホテル,宮崎県宮崎市松山１丁目１番１号,0985-27-1212,hotel,31.9058195,131.4257644
H0135,ホテル花月園,神奈川県足柄下郡箱根町仙石原１２４４番地２号,0460-84-8621,hotel,35.2452154,139.0074814
H0136,ホテルマウント富士,山梨県南都留郡山中湖村山中１３６０番地８３号,0555-62-2111,hotel,35.434477,138.8553058
H0141,倉敷国際ホテル,岡山県倉敷市中央１丁目１番４４号,086-422-5141,hotel,34.5959482,133.7697788
H0149,岐阜グランドホテル,岐阜県岐阜市長良６４８番地,058-233-1111,hotel,35.441631,136.7836219
H0152,鳥羽国際ホテル,三重県鳥羽市鳥羽１丁目２３番１号,0599-25-3121,hotel,34.491234,136.8415248
H0154,日本平ホテル,静岡県静岡市清水区馬走１５００番地２号,054-335-1131,hotel,34.9802902,138.4651258
H0157,ホテルニューオータニ,東京都千代田区紀尾井町４番１号,03-3265-1111,hotel,35.6809158,139.7340561
H0158,東京プリンスホテル,東京都港区芝公園３丁目３番１号,03-3432-1111,hotel,35.6589409,139.7479962
H0159,京都タワーホテル,京都府京都市下京区烏丸通七条下ル東塩小路町７２１番地１号,075-361-3211,hotel,34.9875514,135.7592807
H0161,札幌パークホテル,北海道札幌市中央区南十条西３丁目１番１号,011-511-3131,hotel,43.0476213,141.3560827
H0162,奥道後 壱湯の守 別館カメリアビレッジ,愛媛県松山市末町乙２６７番地１,089-977-1111,hotel,33.866116,132.8256423
H0170,リーガロイヤルホテル大阪 ヴィニェット コレクション,大阪府大阪市北区中之島５丁目３番６８号,06-6448-1121,hotel,34.6895421,135.4869568
H0172,ANAホリデイ・インリゾート信濃大町くろよん,長野県大町市平２０２０番地,0261-22-1530,hotel,36.52954750000001,137.794843
H0175,ホテルグランド富士,静岡県富士市平垣本町８番地１号,0545-61-0360,hotel,35.1553847,138.6482221
H0184,広島国際ホテル,広島県広島市中区立町３番地１３号,082-248-2323,hotel,34.3936444,132.4597619
H0187,八戸グランドホテル,青森県八戸市大字番町１４番地,0178-46-1234,hotel,40.5122496,141.492483
H0190,ホテル阪神大阪,大阪府大阪市福島区福島５丁目６番１６号,06-6344-1661,hotel,34.6967809,135.4875977
H0192,名鉄グランドホテル,愛知県名古屋市中村区名駅１丁目２番４号,052-582-2211,hotel,35.1685819,136.8844229
H0194,赤倉観光ホテル,新潟県妙高市田切２１６,0255-87-2501,hotel,36.8867319,138.1780554
H0196,グランドホテル浜松,静岡県浜松市中区東伊場1-3-1,053-452-2111,hotel,34.70111420000001,137.7227584
H0199,唐津シーサイドホテル,佐賀県唐津市東唐津４丁目１８２番地,0955-75-3300,hotel,33.4488911,129.9893297
H0201,アートランドホテル蓼科,長野県茅野市北山４０３５,0266-67-2626,hotel,36.0618376,138.2729125
H0205,大阪キャッスルホテル,大阪府大阪市中央区天満橋京町１番１号,06-6942-2401,hotel,34.6902052,135.5165413
H0210,西鉄グランドホテル,福岡県福岡市中央区大名２丁目６番６０号,092-771-7171,hotel,33.5896646,130.3958897
H0220,ホテル横須賀,神奈川県横須賀市米が浜通２丁目７番地,046-825-1111,hotel,35.2757039,139.6752672
H0223,リーガロイヤルホテル京都,京都府京都市下京区東堀川通塩小路下ル松明町１番地,075-341-1121,hotel,34.986713,135.7522534
H0237,盛岡グランドホテル,岩手県盛岡市愛宕下１の１０,019-625-2111,hotel,39.7119979,141.1613256
H0240,阿波観光ホテル,徳島県徳島市一番町３丁目１６番地の３,088-622-5161,hotel,34.0727841,134.5510395
H0247,秋田キャッスルホテル,秋田県秋田市中通１丁目３番５号,018-834-1141,hotel,39.717851,140.1204491
H0250,千里阪急ホテル,大阪府豊中市新千里東町2-1 D-1,06-6872-2211,hotel,34.8085387,135.4969306
H0253,下関グランドホテル,山口県下関市南部町３１の２,083-231-5000,hotel,33.9562475,130.9427434
H0254,大阪リバーサイドホテル,大阪府大阪市都島区中野町５丁目１２番３０号,06-928-3251,hotel,34.7058799,135.51963
H0255,京王プラザホテル,東京都新宿区西新宿２丁目２番１号,03-3344-0111,hotel,35.6901609,139.6943219
H0257,山形グランドホテル,山形県山形市本町１の７の４２,023-641-2611,hotel,38.2506137,140.3370897
H0258,ＡＮＡクラウンプラザホテル熊本ニュースカイ,熊本県熊本市中央区東阿弥陀寺町２番地,096-354-2111,hotel,32.79346100000001,130.6966256
H0264,ホテル函館山,北海道函館市元町１９番地１号,0138-23-7237,hotel,41.7602204,140.714843
H0269,ホテル函館ロイヤル,北海道函館市大森町１６の９,0138-26-8181,hotel,41.7690353,140.7332498
H0270,岡山プラザホテル,岡山県岡山市中区浜２の３の１２,086-272-1201,hotel,34.6706039,133.9363066
H0271,隠岐プラザホテル,島根県隠岐郡隠岐の島町港町11-1,08512-2-0111,hotel,36.2044101,133.3252399
H0280,品川東武ホテル,東京都港区高輪４丁目７番６号,03-3447-0111,hotel,35.6293102,139.7329105
H0282,ホテルアストリア,徳島県徳島市一番町２の２６番地１,0886-53-6151,hotel,34.0722572,134.5528167
H0286,金沢ニューグランドホテル,石川県金沢市南町４－１,0762-33-1311,hotel,36.566476,136.6534724
H0288,函館国際ホテル,北海道函館市大手町５番地１０号,0138-23-5151,hotel,41.7693321,140.7225297
H0289,ホテル立山,富山県中新川郡立山町芦峅寺ブナ坂外１１,076-463-3345,hotel,36.5753056,137.6138597
H0297,フレックステイイン鹿島セントラル/アートホテル鹿島セントラル,茨城県神栖市大野原4-7-11,0229-95-5511,hotel,35.8988881,140.6384975
H0305,きぬやホテル,東京都台東区上野２丁目１４番２８号,03-3833-1911,hotel,35.7110934,139.772974
H0307,岡山国際ホテル,岡山県岡山市中区門田本町４の１の１６,086-273-7311,hotel,34.6493709,133.948478
H0309,八戸パークホテル,青森県八戸市吹上１丁目１５番９０号,0178-43-1111,hotel,40.5028862,141.4986713
H0311,鹿児島サンロイヤルホテル,鹿児島県鹿児島市与次郎１の８の１０,099-253-2020,hotel,31.5679694,130.5630064
H0314,指宿ロイヤルホテル,鹿児島県指宿市十二町４２３２の１,0993-23-2211,hotel,31.2180101,130.6499761
H0316,ホテルニューイタヤ,栃木県宇都宮市大通り２の４の６,028-635-5511,hotel,36.5597737,139.8924126
H0318,ホテル水上,兵庫県神戸市兵庫区水木通１丁目１番１５号,078-575-5871,hotel,34.6767415,135.1691623
H0322,ANAホリディ・イン金沢スカイ,石川県金沢市武蔵町１５の１,076-224-6111,hotel,36.5719038,136.6550727
H0324,軽井沢プリンスホテルイースト,長野県北佐久郡軽井沢町軽井沢１０１６の７５,0267-42-1111,hotel,36.3397166,138.6409394
H0325,帯広グランドホテル,北海道帯広市西二条南３の２０,0155-22-4181,hotel,42.9285057,143.2016552
H0326,古名屋ホテル,山梨県甲府市中央１の７の１５,0552-35-1122,hotel,35.6610835,138.5690862
H0328,高松国際ホテル,香川県高松市木太町２１９１の１,087-831-1511,hotel,34.3337099,134.0719612
H0329,岡山ロイヤルホテル,岡山県岡山市絵図町２の４,086-255-1111,hotel,34.6756852,133.9197557
H0331,中島屋グランドホテル,静岡県静岡市葵区紺屋町３番地の１０,054-253-1151,hotel,34.9731593,138.3850248
H0332,ホテルクラウンパレス秋北,秋田県大館市字片町７,0186-43-1313,hotel,40.2704567,140.5644551
H0334,ホテルヴィレッジ,群馬県吾妻郡草津町大字草津６１８番地,0279-88-3232,hotel,36.6272337,138.6050249
H0336,ダブルツリーbyヒルトン那覇首里城,沖縄県那覇市首里山川町１丁目１３２番１号,0988-86-5454,hotel,26.2206189,127.7107677
H0339,リゾートホテルサザンクロス,静岡県伊東市吉田字八幡野平１００６の１,0557-45-1234,hotel,34.935147,139.1196587
H0346,下田プリンスホテル,静岡県下田市白浜１５４７の１,0558-22-2111,hotel,34.6962068,138.9732801
H0347,ホテルスエヒロ,北海道滝川市明神町２の２の１６,0125-22-1311,hotel,43.5545721,141.9087308
H0349,水戸京成ホテル,茨城県水戸市三の丸１の４の７３,029-226-3111,hotel,36.3735902,140.4756862
H0350,萩グランドホテル天空,山口県萩市古萩町２５,0838-25-1211,hotel,34.41610490000001,131.4042481
H0352,真庭リバーサイドホテル,岡山県真庭市開田６２０,0867-52-1521,hotel,35.0404157,133.7542449
H0353,ホテルニューキャッスル,青森県弘前市大字上鞘師町２４の１,0172-36-1211,hotel,40.6048902,140.4714229
H0354,苗場プリンスホテル（２号館・３号館・４号館）,新潟県南魚沼郡湯沢町大字三国２０２,025-789-2211,hotel,36.7893747,138.783698
H0362,ひだホテルプラザ,岐阜県高山市花岡町２の６０,0577-33-4600,hotel,36.1445701,137.2518601
H0365,ＡＮＡクラウンプラザホテル札幌,北海道札幌市中央区北三条西一丁目２番地９,011-221-4411,hotel,43.0655119,141.3542072
H0367,富良野プリンスホテル,北海道富良野市北の峰町１８の６,0167-23-4111,hotel,43.3402158,142.3584239
H0370,南の美ら花ホテルミヤヒラ,沖縄県石垣市美崎町４番地の９,09808-2-6111,hotel,24.3385928,124.1549882
H0371,三の丸ホテル,茨城県水戸市三の丸２の１の１,029-221-3011,hotel,36.3719743,140.4773529
H0372,ホテルギンモンド,京都府京都市中京区御池通高倉西入,075-221-4111,hotel,35.0106506,135.76243
H0373,都ホテル 京都八条,京都府京都市南区西九条院町１７,075-661-7111,hotel,34.9834381,135.7557904
H0376,大分センチュリーホテル,大分県大分市府内町１丁目４番２８号,0975-36-2777,hotel,33.235826,131.6093218
H0379,高山グリーンホテル,岐阜県高山市西之一色町２の１８０,0577-33-5500,hotel,36.1373669,137.2480352
H0382,ホテルサンパレス球陽館,沖縄県那覇市久茂地２の５の１,098-863-4181,hotel,26.2155984,127.6798817
H0385,ホテルニューオータニ鳥取,鳥取県鳥取市今町２丁目１５３番地,0857-23-1111,hotel,35.4960014,134.2256647
H0389,網走セントラルホテル,北海道網走市南二条西３丁目７番地,0152-44-5151,hotel,44.0218922,144.2636017
H0390,ホテル中村屋,長野県塩尻市大門八番町４の２１,0263-52-1300,hotel,36.1134954,137.9506988
H0395,熊本ホテルキャッスル,熊本県熊本市中央区城東町４番地２号,096-326-3311,hotel,32.8050783,130.7099423
H0396,みしまプラザホテル,静岡県三島市本町１４の３１,0559-72-2121,hotel,35.11934129999999,138.9154324
H0397,万代シルバーホテル,新潟県新潟市中央区万代１丁目３番３０号,025-243-3711,hotel,37.9160277,139.0562123
H0398,群馬ロイヤルホテル,群馬県前橋市大手町１の９の７,0272-23-6111,hotel,36.38784,139.0593548
H0400,渋谷東武ホテル,東京都渋谷区宇田川町３番地１号,03-3476-0111,hotel,35.6629443,139.6989747
H0403,沖縄ハーバービューホテル,沖縄県那覇市泉崎２丁目４６番地,098-853-2111,hotel,26.2089855,127.6806462
H0407,ホテルニューオータニ佐賀,佐賀県佐賀市与賀町１番地２号,0952-23-1111,hotel,33.2495681,130.2957439
H0409,沖縄ホテル,沖縄県那覇市字大道３５番地,098-884-3191,hotel,26.2181174,127.7002163
H0413,成田東武ホテルエアポート,千葉県成田市取香３２０番地の１,0476-32-1234,hotel,35.7799868,140.380852
H0415,ホテルイタリア軒,新潟県新潟市西区西堀通七番町１５７４,025-224-5111,hotel,37.92532509999999,139.0441559
H0416,ホテルニューグリーン,新潟県長岡市城内町１丁目２番９号,0258-33-5000,hotel,37.445726,138.8522855
H0421,八戸プラザホテル,青森県八戸市柏崎１丁目６番６号,0178-44-3121,hotel,40.5155083,141.4942649
H0425,adex inn,北海道登別市登別温泉７６番地２,0143-84-2205,hotel,42.4946931,141.1436187
H0428,新宿プリンスホテル,東京都新宿区歌舞伎町１の３０の１,03-3205-1111,hotel,35.6953641,139.7000322
H0431,ＡＮＡクラウンプラザホテル福岡,福岡県福岡市博多区博多駅前３丁目３番３号,092-471-7111,hotel,33.5875395,130.4178252
H0432,姫路キヤッスルグランヴィリオホテル,兵庫県姫路市三左衛門堀西の町２１０番地,0792-84-3311,hotel,34.8206921,134.6893006
H0434,箱根ハイランドホテル,神奈川県足柄下郡箱根町仙石原品ノ木９４０番地,0460-84-8541,hotel,35.2676694,139.0170409
H0436,ＴＨＥ ＳＡＩＨＯＫＵＫＡＮ ＨＯＴＥＬ,長野県長野市県町528-1,0262-35-3333,hotel,36.6526885,138.1837794
H0438,十和田富士屋ホテル,青森県十和田市東三番町１の６,0176-22-7111,hotel,40.6160013,141.2150263
H0441,今治国際ホテル,愛媛県今治市旭町２丁目３番４号,0898-36-1111,hotel,34.06264360000001,133.0009738
H0442,郡山ビューホテル,福島県郡山市中町３の１,024-924-1111,hotel,37.39577209999999,140.3832726
H0445,山のホテル,神奈川県足柄下郡箱根町元箱根８０番地,0460-83-6321,hotel,35.2047828,139.0214783
H0446,ザ・プリンス箱根芦ノ湖,神奈川県足柄下郡箱根町元箱根蛸川１４４,0460-83-1111,hotel,35.2129543,139.0078482
H0449,品川プリンスホテル イーストタワー,東京都港区高輪４丁目１０番３０号,03-3440-1111,hotel,35.627534,139.7366216
H0452,十和田プリンスホテル,秋田県鹿角郡小坂町十和田湖字大川岱６５－１,0176-75-3111,hotel,40.4530923,140.8422537
H0453,ニューオーサカホテル,大阪府大阪市淀川区西中島５丁目１４番１０号,06-6305-2345,hotel,34.7313928,135.4993792
H0455,ホテルオークラ新潟,新潟県新潟市中央区川端町６丁目５３番地,025-224-6111,hotel,37.919712,139.0509768
H0456,ホテルニューオータニ博多,福岡県福岡市中央区渡辺通１丁目１番２号,092-714-1111,hotel,33.5829819,130.4065079
H0459,ホテル日航成田,千葉県成田市取香５００,0476-32-0032,hotel,35.7846613,140.3797599
H0463,苗場プリンスホテル（５号館・６号館）,新潟県南魚沼郡湯沢町大字三国２０２,025-789-2211,hotel,36.7893747,138.783698
H0471,シェラトン都ホテル東京,東京都港区白金台１丁目１番５０号,03-3447-3111,hotel,35.6395102,139.7311932
H0475,オームタガーデンホテル,福岡県大牟田市旭町３の３の３,0944-51-1111,hotel,33.0377951,130.4501014
H0477,宇都宮グランドホテル,栃木県宇都宮市西原町１４２番地,0286-35-2111,hotel,36.5429507,139.8830285
H0481,ホテルオークラ札幌,北海道札幌市中央区南一条西５の９の１,011-221-2333,hotel,43.0591199,141.3504511
H0482,ススキノグリーンホテル１,北海道札幌市中央区南四条西２,011-511-4111,hotel,43.0537709,141.3370059
H0483,ホテル銀座ダイエー,東京都中央区銀座３の１２の２,03-3545-1111,hotel,35.6709203,139.7694012
H0487,国際ホテル松山,愛媛県松山市一番町１の１３,0899-32-5111,hotel,33.841833,132.7730472
H0488,ホテルニューパレス,福島県会津若松市中町２の７８,0242-28-2804,hotel,37.4965812,139.9261671
H0489,ANAクラウンプラザホテル松山,愛媛県松山市一番町３の２の１,089-933-5511,hotel,33.8407807,132.7686357
H0490,ハイアットリージェンシー東京,東京都新宿区西新宿２丁目７番２号,03-3348-1234,hotel,35.6913081,139.6914565
H0491,小豆島国際ホテル,香川県小豆郡土庄町甲２４の６７,0879-62-2111,hotel,34.4791533,134.188028
H0492,リーガホテルゼスト高松,香川県高松市古新町９の１,087-822-3555,hotel,34.3452648,134.0488817
H0493,グランドパレス徳島,徳島県徳島市寺島本町西１丁目６０番１号,088-626-1111,hotel,34.07523130000001,134.5486876
H0494,ホテル日航千歳,北海道千歳市本町４丁目４番４号,0123-22-1121,hotel,42.8170923,141.6472628
H0495,ホテルロイヤルオリオン,沖縄県那覇市安里１丁目２番２１号,098-866-5533,hotel,26.2185033,127.6937066
H0497,稲佐山観光ホテル,長崎県長崎市曙町40-23,095-861-4151,hotel,32.7536097,129.8557921
H0498,ホテルリッチ京都,京都府京都市下京区河原町通五条上ル西橋詰町７５１,075-341-1131,hotel,34.9965244,135.7672046
H0499,ニイガタステーションホテル,新潟県新潟市弁天１丁目２番１０号,025-243-5151,hotel,37.913009,139.0591775
H0500,サンシャインシティプリンスホテル,東京都豊島区東池袋３の１の５,03-3988-1111,hotel,35.729563,139.7194415
H0504,ホテルエンナン,福岡県久留米市東町２９の１０,0942-38-3811,hotel,33.3115697,130.5189451
H0506,ホテルコンコルド浜松,静岡県浜松市中区元城町１０９番地１８号,053-457-1111,hotel,34.713987,137.7268062
H0507,越前屋ホテル,新潟県三条市元町２番１６号,0256-32-6221,hotel,37.6308816,138.9555592
H0508,京都センチュリーホテル,京都府京都市下京区東洞院通七条下ル東塩小路町６８０番地,075-351-0111,hotel,34.9861928,135.7614596
H0511,パシフィックホテル沖縄,沖縄県那覇市西３の６の１,098-868-5162,hotel,26.2159659,127.6674361
H0512,屈斜路プリンスホテル,北海道川上郡弟子屈町屈斜路３３６の１,01548-4-2111,hotel,43.5863176,144.2724715
H0513,談露館,山梨県甲府市丸の内１丁目１９番１６号,055-237-1331,hotel,35.6620723,138.5690778
H0514,金沢国際ホテル,石川県金沢市大額町ル８番地,076-296-0111,hotel,36.51370199999999,136.6313877
H0518,グリーンプラザホテル,福井県敦賀市本町１の１の２７,0770-22-3322,hotel,35.6537695,136.07484
H0519,長岡グランドホテル,新潟県長岡市東坂之上町１丁目２番１号,0258-33-2111,hotel,37.44598390000001,138.8505951
H0520,ホテルムーンビーチ,沖縄県国頭郡恩納村字前兼久１２０３,098-965-1020,hotel,26.4499103,127.801301
H0521,神戸ポートピアホテル,兵庫県神戸市中央区港島中町６の１０の１,078-302-1111,hotel,34.6653583,135.2138328
H0522,京都新阪急ホテル,京都府京都市下京区塩小路通新町東入ル東塩小路町５７９,075-343-5300,hotel,34.9874752,135.7581327
H0524,ホテルキャッスル,山形県山形市十日町４丁目２番７号,023-631-3311,hotel,38.2458033,140.3345118
H0531,ホテルメトロポリタン盛岡,岩手県盛岡市盛岡駅前通１番４４号,0196-25-1211,hotel,39.702627,141.1358022
H0533,室蘭プリンスホテル,北海道室蘭市中央町１の４の９,0143-22-5555,hotel,42.3194351,140.9701881
H0534,ホテルニュータナカ,山口県山口市湯田温泉２の６の２４,083-923-1313,hotel,34.1638555,131.4561496
H0535,京王プラザホテル札幌,北海道札幌市中央区北五条西７丁目２番地１,011-271-0111,hotel,43.0664596,141.3449225
H0538,ニューオータニイン札幌,北海道札幌市中央区北二条西１の１,011-222-1111,hotel,43.0643312,141.3555617
H0542,東京第一ホテル鶴岡,山形県鶴岡市錦町２の１０,0235-24-7611,hotel,38.7390358,139.8327073
H0544,名鉄トヤマホテル,富山県富山市桜橋通り２の２８,076-431-2211,hotel,36.69759579999999,137.2164262
H0547,ホテル尾花,奈良県奈良市高畑町１１１０番地,0742-22-5151,hotel,34.6796187,135.8322363
H0550,松柏園ホテル,福岡県北九州市小倉北区上富野４の１の２５,093-511-2228,hotel,33.8876168,130.9019458
H0551,ザ・プリンス軽井沢,長野県北佐久郡軽井沢町軽井沢１０１６の７５,0267-42-1112,hotel,36.3397166,138.6409394
H0552,ローズホテル横浜,神奈川県横浜市中区山下町７７番地,045-681-3311,hotel,35.44408020000001,139.6468258
H0553,万座プリンスホテル,群馬県吾妻郡嬬恋村大字干俣２４０１,0279-97-1111,hotel,36.5893813,138.5096099
H0556,三原国際ホテル,広島県三原市城町１丁目２番１号,0848-63-2111,hotel,34.3995273,133.0818372
H0559,イーフビーチホテル,沖縄県島尻郡仲里村字謝名堂５４８番地,098-985-7111,hotel,26.335066,126.810782
H0562,ザ・グリーンリーフ・ニセコビレッジ,北海道虻田郡ニセコ町字東山１,0136-44-1111,hotel,42.8467491,140.6764344
H0564,ホテルメトロポリタン高崎,群馬県高崎市八島町２２２番地,027-325-3311,hotel,36.3221518,139.012942
H0566,焼津グランドホテル,静岡県焼津市浜当目１４８９,054-627-1121,hotel,34.8834416,138.3354901
H0568,防府グランドホテル,山口県防府市駅南町１５の２０,0835-25-1133,hotel,34.0498268,131.5641663
H0570,奄美サンプラザホテル,鹿児島県奄美市名瀬港町2番1号,0997-53-5151,hotel,28.3810607,129.4947318
H0571,松江エクセルホテル東急,島根県松江市朝日町５９０番地,0852-27-0109,hotel,35.4655004,133.0642725
H0572,八代グランドホテル,熊本県八代市旭中央通り１０の１,0965-32-2111,hotel,32.5026155,130.6130757
H0573,水戸プラザホテル,茨城県水戸市千波町２０７８番地－１,029-305-8111,hotel,36.3494074,140.4390616
H0574,ホテルアソシア静岡,静岡県静岡市葵区黒金町５６番地,054-254-4141,hotel,34.9729736,138.3898521
H0575,ホテルグランヴィア大阪,大阪府大阪市北区梅田３丁目１番１号,06-6344-1235,hotel,34.7003982,135.4936857
H0576,埼玉グランドホテル,埼玉県本庄市駅南２の２の１,0495-21-2111,hotel,36.2354127,139.1892834
H0577,オーキドホテル,香川県小豆郡土庄町字甲５１６５番地２１６号,0879-62-5001,hotel,34.4884112,134.1717886
H0579,京都東急ホテル,京都府京都市下京区猪熊通り五条下ル柿本町６００番地２号,075-341-2411,hotel,34.9951718,135.7517241
H0580,グランドプリンスホテル新高輪,東京都港区高輪３の１３の１,03-3442-1111,hotel,35.6308691,139.7347462
H0584,ホテル天地閣,茨城県日立市旭町２丁目６番１３号,0294-22-0188,hotel,36.5866989,140.6613175
H0586,ＡＮＡインターコンチネンタル万座ビーチリゾート,沖縄県国頭郡恩納村字瀬良垣２２６０,098-966-1211,hotel,26.5089826,127.8588472
H0587,ホテルサンライフガ－デン,神奈川県平塚市榎木町９の４１,0463-21-7111,hotel,35.3327558,139.3641359
H0588,札幌ホテルヤマチ,北海道札幌市西区琴似一条３の３の６,011-644-5555,hotel,43.0770589,141.3047141
H0591,ANAクラウンプラザホテル秋田,秋田県秋田市中通２-６-１,018-832-1111,hotel,39.71710789999999,140.1265557
H0599,ホテルリゾーピア久美浜,京都府京丹後市久美浜町湊宮1302-2,0772-83-1380,hotel,35.6363433,134.8880527
H0600,ホテル京阪京都グランデ,京都府京都市南区東九条西山王町３１番地,075-661-0321,hotel,34.9834989,135.7603428
H0601,ヒルトン東京,東京都新宿区西新宿６丁目６番２号,03-3344-5111,hotel,35.6925861,139.6910343
H0602,湯本富士屋ホテル,神奈川県足柄下郡箱根町湯本２５６の１番地,0460-85-6111,hotel,35.2322022,139.1051441
H0605,第一イン新湊,富山県射水市善光寺18-4,0766-82-4111,hotel,36.775557,137.078467
H0606,ホテル・パークサイド,東京都台東区上野２丁目１１番１８号,03-3836-5711,hotel,35.7090975,139.7708197
H0607,ホテルマロウド箱根,神奈川県足柄下郡箱根町強羅向山１３２０,0460-82-3131,hotel,35.2512466,139.0473743
H0608,江陽グランドホテル,宮城県仙台市青葉区本町２の３の１,022-267-5111,hotel,38.2633127,140.8744806
H0610,ホテルフジタ奈良,奈良県奈良市下三条町４７番地１号,0742-23-8111,hotel,34.6823565,135.8246804
H0612,ホテルビナリオKOMATSUセントレ,石川県小松市日の出町４丁目９３番地,0761-24-6123,hotel,36.3966149,136.454978
H0613,大洗パ－クホテル,茨城県東茨城郡大洗町磯浜町８２４９－１０,0292-67-2171,hotel,36.330384,140.5919017
H0614,新潟東映ホテル,新潟県新潟市中央区弁天２の１の６,025-244-7101,hotel,37.9147942,139.0583279
H0615,ホテルニューオータニ長岡,新潟県長岡市台町２丁目８番３５号,0258-37-1111,hotel,37.4471388,138.8555978
H0619,ホテルメトロポリタン,東京都豊島区西池袋１丁目６番１号,03-3980-1111,hotel,35.7286601,139.7083758
H0620,志賀高原プリンスホテル東館,長野県下高井郡山ノ内町大字平穏字大松７１４９,0269-34-3111,hotel,36.722613,138.5387323
H0621,ホテルマロウド軽井沢,長野県北佐久郡軽井沢町大字軽井沢字中谷地１１７８番地,0267-42-8444,hotel,36.3498039,138.6294748
H0626,舞鶴グランドホテル,京都府舞鶴市字円満寺小字横８丁１２４番地,0773-76-7777,hotel,35.4495596,135.331889
H0628,福山ニューキャッスルホテル,広島県福山市三之丸町８番１６号,084-922-2121,hotel,34.4884319,133.36099
H0630,浅草ビューホテル,東京都台東区西浅草３丁目１７番１号,03-3847-1111,hotel,35.7154468,139.7918097
H0631,ＡＮＡクラウンプラザホテル広島,広島県広島市中区中町７番２０号,082-241-1111,hotel,34.3904763,132.456902
H0632,滝川ホテル三浦華園,北海道滝川市花月町１の２の２６,0125-22-2101,hotel,43.5535845,141.9064675
H0635,佐久グランドホテル,長野県佐久市中込三丁目１９番地６,0267-62-0031,hotel,36.22678,138.4775522
H0637,ＡＮＡクラウンプラザホテル大阪,大阪府大阪市北区堂島浜１丁目３番１号,06-6347-1112,hotel,34.6955612,135.4983113
